date,market_ret,breadth,flag_rate,market_anomaly_flag
1987-09-08,-0.0044640239017699,0.0,0.0,0
1987-09-09,0.0112110617376852,1.0,0.0,0
1987-09-10,0.0155206199657915,1.0,0.0,0
1987-09-11,0.0152838792735121,1.0,0.0,0
1987-09-14,0.0258066602331927,1.0,0.0,0
1987-09-15,-0.0115301105816826,0.0,0.0,0
1987-09-16,-0.0095442937098951,0.0,0.0,0
1987-09-17,-0.0064236037905688,0.0,0.0,0
1987-09-18,-0.0086211002454884,0.0,0.0,0
1987-09-21,-0.0695651278708252,0.0,0.0,0
1987-09-22,0.0700931304880154,1.0,0.0,0
1987-09-23,0.0524022890593445,1.0,0.0,0
1987-09-24,0.016597081508777,1.0,0.0,0
1987-09-25,0.0122448324367498,1.0,0.0,0
1987-09-28,0.0322584334065461,1.0,0.0,0
1987-09-29,0.0039064369778991,1.0,0.0,0
1987-09-30,0.0311281190894394,1.0,0.0,0
1987-10-01,0.033962479410017,1.0,0.0,0
1987-10-02,0.0583934335851004,1.0,0.0,0
1987-10-05,0.0896557323282063,1.0,0.0,0
1987-10-06,-0.066455578846694,0.0,0.0,0
1987-10-07,-0.0101698868935313,0.0,0.0,0
1987-10-08,-0.0136983740843058,0.0,0.0,0
1987-10-09,-0.0034722957674722,0.0,0.0,0
1987-10-12,-0.0034843946161502,0.0,0.0,0
1987-10-13,0.0244757658709955,1.0,0.0,0
1987-10-14,-0.0273036910009195,0.0,0.0,0
1987-10-15,-0.0105265371418784,0.0,0.0,0
1987-10-16,-0.0815603092573215,0.0,0.0,0
1987-10-19,-0.3011587183512478,0.0,0.0,0
1987-10-20,0.0607740711171722,1.0,0.0,0
1987-10-21,0.1796872202135078,1.0,0.0,0
1987-10-22,-0.0596021029782743,0.0,0.0,0
1987-10-23,-0.0938970503448378,0.0,0.0,0
1987-10-26,-0.1865284593407984,0.0,0.0,0
1987-10-27,0.050955391761235,1.0,0.0,0
1987-10-28,0.0,0.0,0.0,0
1987-10-29,0.1575756312941623,1.0,0.0,0
1987-10-30,0.0418850840765199,1.0,0.0,0
1987-11-02,0.0100499935095625,1.0,0.0,0
1987-11-03,-0.0447760141074694,0.0,0.0,0
1987-11-04,0.0156253331309983,1.0,0.0,0
1987-11-05,0.0358972976369724,1.0,0.0,0
1987-11-06,-0.0594058048651555,0.0,0.0,0
1987-11-09,-0.0105264662399294,0.0,0.0,0
1987-11-10,0.0,0.0,0.0,0
1987-11-11,0.0425530945948879,1.0,0.0,0
1987-11-12,0.0204081869447529,1.0,0.0,0
1987-11-13,-0.0350001401292521,0.0,0.0,0
1987-11-16,-0.0103627769020407,0.0,0.0,0
1987-11-17,-0.0209420167438637,0.0,0.0,0
1987-11-18,0.0267376718185032,1.0,0.0,0
1987-11-19,-0.0364583442199673,0.0,0.0,0
1987-11-20,0.0270273866266259,1.0,0.0,0
1987-11-23,0.0052627050610991,1.0,0.0,0
1987-11-24,-0.0052351539897018,0.0,0.0,0
1987-11-25,-0.0315791170883933,0.0,0.0,0
1987-11-27,-0.016305056292711,0.0,0.0,0
1987-11-30,-0.0110489307679472,0.0,0.0,0
1987-12-01,-0.0223463165261207,0.0,0.0,0
1987-12-02,0.0057141765102708,1.0,0.0,0
1987-12-03,-0.0823866603285725,0.0,0.0,0
1987-12-04,0.0402480444832027,1.0,0.0,0
1987-12-07,0.0297619753842983,1.0,0.0,0
1987-12-08,0.0982659522725113,1.0,0.0,0
1987-12-09,-0.0263161303958991,0.0,0.0,0
1987-12-10,0.0270273866266259,1.0,0.0,0
1987-12-11,0.010525973384988,1.0,0.0,0
1987-12-14,0.0572917036812221,1.0,0.0,0
1987-12-15,0.0098521628609229,1.0,0.0,0
1987-12-16,0.058536855621514,1.0,0.0,0
1987-12-17,-0.041474789036325,0.0,0.0,0
1987-12-18,0.0,0.0,0.0,0
1987-12-21,-0.0096153957468057,0.0,0.0,0
1987-12-22,0.0194176283039735,1.0,0.0,0
1987-12-23,0.0142858243997694,1.0,0.0,0
1987-12-24,0.0,0.0,0.0,0
1987-12-28,-0.0375590336753531,0.0,0.0,0
1987-12-29,0.0634146169569351,1.0,0.0,0
1987-12-30,0.0229357786905566,1.0,0.0,0
1987-12-31,-0.0269055643545752,0.0,0.0,0
1988-01-04,0.0322575116778727,1.0,0.0,0
1988-01-05,0.0178572900267037,1.0,0.0,0
1988-01-06,0.0263160025501738,1.0,0.0,0
1988-01-07,0.034188418244982,1.0,0.0,0
1988-01-08,-0.0743808350317771,0.0,0.0,0
1988-01-11,0.03348244866056,1.0,0.0,0
1988-01-12,-0.01943880162601,0.0,0.0,0
1988-01-13,0.0,0.0,0.0,0
1988-01-14,-0.0088101744437877,0.0,0.0,0
1988-01-15,0.0266668775356302,1.0,0.0,0
1988-01-18,-0.0086584228109993,0.0,0.0,0
1988-01-19,0.0,0.0,0.0,0
1988-01-20,-0.0567680852383805,0.0,0.0,0
1988-01-21,0.0185178544609441,1.0,0.0,0
1988-01-22,-0.0204537112955475,0.0,0.0,0
1988-01-25,0.0348022043618434,1.0,0.0,0
1988-01-26,-0.0224215235876453,0.0,0.0,0
1988-01-27,0.0229357786905566,1.0,0.0,0
1988-01-28,0.0134530821211504,1.0,0.0,0
1988-01-29,-0.0132744991933846,0.0,0.0,0
1988-02-01,-0.0089680815338598,0.0,0.0,0
1988-02-02,0.0090492358184992,1.0,0.0,0
1988-02-03,-0.0538116686081033,0.0,0.0,0
1988-02-04,-0.0331750498660442,0.0,0.0,0
1988-02-05,0.0098037344843222,1.0,0.0,0
1988-02-08,0.004854926590349,1.0,0.0,0
1988-02-09,0.0193229724802466,1.0,0.0,0
1988-02-10,0.0189575608119747,1.0,0.0,0
1988-02-11,0.0186045469789575,1.0,0.0,0
1988-02-12,0.0091328585605401,1.0,0.0,0
1988-02-16,0.0407234981952495,1.0,0.0,0
1988-02-17,0.0,0.0,0.0,0
1988-02-18,0.0086960699361497,1.0,0.0,0
1988-02-19,0.0129307277827284,1.0,0.0,0
1988-02-22,0.0,0.0,0.0,0
1988-02-23,0.0127657723783556,1.0,0.0,0
1988-02-24,0.0063029366639626,1.0,0.0,0
1988-02-25,-0.0292280578988972,0.0,0.0,0
1988-02-26,0.0021508714763671,1.0,0.0,0
1988-02-29,0.0193134257096128,1.0,0.0,0
1988-03-01,-0.0063157531877013,0.0,0.0,0
1988-03-02,0.0084741871671993,1.0,0.0,0
1988-03-03,0.0252099480008849,1.0,0.0,0
1988-03-04,-0.0040983390849265,0.0,0.0,0
1988-03-07,0.0308643647240998,1.0,0.0,0
1988-03-08,0.0199600779216424,1.0,0.0,0
1988-03-09,0.001957145938791,1.0,0.0,0
1988-03-10,-0.0195313487961824,0.0,0.0,0
1988-03-11,-0.0039837218811462,0.0,0.0,0
1988-03-14,0.0179996800104451,1.0,0.0,0
1988-03-15,-0.0176814201063997,0.0,0.0,0
1988-03-16,0.0359995740607261,1.0,0.0,0
1988-03-17,-0.0135135428286965,0.0,0.0,0
1988-03-18,-0.0880624569354592,0.0,0.0,0
1988-03-21,0.0085836426902563,1.0,0.0,0
1988-03-22,0.025532114011769,1.0,0.0,0
1988-03-23,-0.0207468792144646,0.0,0.0,0
1988-03-24,-0.0423730898388091,0.0,0.0,0
1988-03-25,-0.0066373679815954,0.0,0.0,0
1988-03-28,0.0133630764643413,1.0,0.0,0
1988-03-29,-0.0065932533200299,0.0,0.0,0
1988-03-30,-0.0309735157581555,0.0,0.0,0
1988-03-31,0.0319635389350465,1.0,0.0,0
1988-04-04,-0.0221235339361571,0.0,0.0,0
1988-04-05,0.0135738537277489,1.0,0.0,0
1988-04-06,0.0379465920042925,1.0,0.0,0
1988-04-07,-0.0150537988295929,0.0,0.0,0
1988-04-08,0.0131010688095278,1.0,0.0,0
1988-04-11,-0.0086211002454884,0.0,0.0,0
1988-04-12,-0.0304348488639658,0.0,0.0,0
1988-04-13,0.0224214036101002,1.0,0.0,0
1988-04-14,-0.0701754200681009,0.0,0.0,0
1988-04-15,0.0235852854593923,1.0,0.0,0
1988-04-18,0.0092164142944117,1.0,0.0,0
1988-04-19,-0.0091322477160217,0.0,0.0,0
1988-04-20,0.0046080222049114,1.0,0.0,0
1988-04-21,-0.0022935042314613,0.0,0.0,0
1988-04-22,0.0160924194870066,1.0,0.0,0
1988-04-25,-0.0022632169290007,0.0,0.0,0
